ID,SiteName,Number,SiteSortNumber,HistoricalNotes,BibReferences,LocationNotes,Remarks,Description,Condition,Shafts,ResearchActivity,ResearcherComments,IsPublic,Active,harvardID,SiteTypeID,SiteType,ProblemsQuestions
1322,G I-South Cemetery,Nisusankh,Nisusankh                       ,NULL,"Junker, Hermann. Gîza 10. Der Friedhof südlich der Cheopspyramide: Westteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951, pp. 175-182, figs. 67-69, pl. 19 [a, b], plan 2 of 2 after p. 211.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 220, plan 19.
,,",NULL,"Mastaba is south of Nisuhenu and southeast of G I-S No. 5.,,",NULL,NULL,"S 132; S 133; S 134; S 135; S 136; S 138, chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1323,Western Cemetery,Niudjaptah,Niudjaptah                      ,NULL,"Abu Bakr, Abdel Moneim. Excavations at Giza 1949-1950. Cairo: Government Press, 1953, pp. 103-120, figs. 90-95, pls. 57-65.

Eaton-Krauss, Marianne. ""Pseudo-Groups."" In Rainer Stadelmann and Hourig Sourouzian, eds. Kunst des Alten Reiches: Symposium im Deutschen Archäologischen Institut Kairo am 29. und 30. Oktober 1991. Sonderschrift des Deutschen Archäologischen Institut Abteilung Kairo 28, Mainz am Rhein: Verlag Philipp von Zabern, 1995, p. 58, n. 12. 

Fischer, Henry G. ""The ideographic use of [GLYPH] in a group of Old-Kingdom names."" Journal of Egyptian Archaeology 60 (1974), pp. 248, note 8. 

Kendall, Timothy. ""An Unusual Rock-Cut Tomb at Giza.""  In William Kelly Simpson and Whitney M. David, eds. Studies in Ancient Egypt, the Aegean, and the Sudan: Essays in Honor of Dows Dunham on the Occasion of his 90th Birthday, June 1, 1980. Boston: Museum of Fine Arts, 1981, p. 107, n. 11.

Leclant, in Orientalia, N.S. 20 (1951), pl. 41 [26-28], p. 348 [2, a].

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G359.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 62-63, plan 10.
,,",NULL,"Abu-Bakr Excavation (1949-50), East Part.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1324,South Giza Cemetery (Z. Hawass),Niwehebre,Niwehebre                       ,NULL,"Kamal, in Ann. Serv. ix (1908), pp. 85-86 [i].

Hawass, Zahi. ""The Khufu Statuette: Is it an Old Kingdom Sculpture?"" In Paule Posener-Kriéger, ed. Mélanges Gamal Eddin Mokhtar, vol. I. Cairo: Institut Français d'Archéologie Orientale, 1985, p. 391.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 297.
,,",NULL,"Sarcophagus of deceased found in rock-cut tomb.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1325,Western Cemetery,Nu(?),Nu                              ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 40-41, 47-50, figs. 14, 17-18, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 114, plans 11, 15.
,,",NULL,"Mastaba is against northeast corner of G 4360 and against south side of D 116.  Fragments of false-doors with text left of doorway of D 117.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1326,Western Cemetery,Nefer [III],Nefer III                       ,NULL,"Junker, Hermann. Gîza 6. Die Mastabas des Nfr (Nefer), Kdfjj (Kedfi), Kahjf (Kahjef) und die westlich anschließenden Grabanlagen. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 1. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1943, pp. 93-94, figs. 26, 51, plan after p. 273.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 75, plan 11.
,,",NULL,"Mastaba is drawn against east wall of G 2135 but not labeled on plan EG019920.,,",NULL,NULL,"S 280; S 280 a; S 280 b; S 281; S 281 b; S 281 c; S 281 d; S 281 e; S 281 f,,",NULL,NULL,1,1,NULL,15,Mud-brick mastaba w/ stone casing,NULL
1327,G I-South Cemetery,Nunetjer,Nunetjer                        ,NULL,"Junker, Hermann. Gîza 10. Der Friedhof südlich der Cheopspyramide: Westteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951, pp. 113-136, fig. 43, plan 1 of 2 after p. 211.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 217, plan 19.
,,",NULL,"Mastaba is off southwest corner of G I-S No. 2,,",NULL,NULL,"S 61; S 62; S 63; S 64; S 65; S 75; S 76; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1328,Eastern Cemetery,Mastaba of Overseer,Mastaba     of   Overseer       ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
1329,Sphinx Complex,G 9410,G       9410                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, U-4.

Mariette, Le Serapeum de Memphis, i, p. 94 [upper].

Mariette, Auguste. Les mastabas de l'ancien empire. Paris: F. Vieweg, 1889, fig. on p. 551 [top, near A].

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 291, plan 6.

Wilkinson, Topographical Survey of Thebes (1830), on pl. v.

Wilkinson MSS. iv. 28-9, 30 [left].

Wilkinson MSS. xv. 35.

Wilkinson MSS. xxviii. 11.,,",NULL,"Rock cut tomb built off northwest corner of Sphinx, southwest of G 9210 (Kawehem), south of G 9400 (Ptahardais) and north of G 9430 (Uninscribed rock cut tomb).  Excavated by Salt in 1820 and called 'Temple of Osiris'; seen by Wilkinson in 1821.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1330,Central Field (Hassan),G 8606,G       8606                    ,NULL,"Hassan, Selim. Excavations at Gîza 3: 1931-1932. Cairo: Faculty of Arts, Fouad I University & Government Press, 1941, pp. 157-159, figs. 130-132, pl. 51.1 & 2.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, P-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 257, plan 23, E-6.
,,",NULL,"Mastaba built in area off northeast corner of G 8400 (Lepsius 100), east of G 8602 (Renpetnefer) and west of G 8620 (Thesti).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 617; chapel,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1331,South Giza Cemetery (Z. Hawass),Perniankh,Perniankh                       ,NULL,"Petrie, William F. Gizeh and Rifeh. London: School of Archaeology in Egypt, University College & Bernard Quaritch, 1907, pp. 8-9, pl. 7 a & c.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 295.
,,",NULL,"Late Old Kingdom rock-cut tomb in ridge facing east.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1332,Sphinx Complex,G 9400,G       9400                    ,NULL,"Birch in The Museum of Classical Antiquities, ii [i] (1852), position on plan facing p. 34 [E, middle].

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, U-4.

Mariette, Auguste. Les mastabas de l'ancien empire. Paris: F. Vieweg, 1889, fig. on p. 551 [top, middle].

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 291, plans 6, 35. 

Wilkinson MSS. iv. 30 [right], 31, plan on 30 [lower right].
,,",NULL,"Rock cut tomb built off northwest corner of Sphinx, southwest of G 9210 (Kawehem), south of G 9440 (Uninscribed rock cut tomb) and north of G 9410 (Pedubaste).  Seen by Wilkinson in 1821.,,",NULL,NULL,"2-columned court,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1333,G I-South Cemetery,Ptahhetep,Ptahhetep                       ,NULL,"Junker, Hermann. Gîza 11. Der Friedhof südlich der Cheopspyramide: Ostteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1953, pp. 92-94, 98-100, 124-125, 137, 263-268, figs. 49, 59, pl. 12 [d], plan after p. 298.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G352.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 228, plan 19.
,,",NULL,"Mastaba is against south wall of Lepsius 53.,,",NULL,NULL,"serdab 1; serdab 2; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1334,Central Field (Hassan),G 8926,G       8926                    ,NULL,"Hassan, Selim. Excavations at Gîza 1: 1929-1930. Oxford & Cairo: Faculty of Arts of the Egyptian University & Oxford University Press, 1932, pp. 97-101, figs. 166-170, pls. 59-65, plan on Frontispiece.

Hassan, Selim. Excavations at Gîza 2: 1930-1931. Cairo: Faculty of Arts of the Egyptian University & Government Press, 1936, p. 181, pl. 69 #3.

Hassan, Selim. Excavations at Gîza 5: 1933-1934. With Special Chapters on Methods of Excavation, the False-Door, and Other Archaeological and Religious Subjects. Cairo: Government Press, 1944, p. 61.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, V-12/13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 285, plan 23, D/E-9.

Sethe, Kurt. Urkunden des Alten Reichs. Erster Band. Urkunden des Ägyptischen Altertums Abteilung 1, Hft. 1-4. Leipzig: J.C. Hinrichs'sche Buchhandlung, 1903/1933, p. 228 [5 (145) D].
,,",NULL,"Mastaba built east of G 8912 (User (2)) and north of G 8923 (Hesi).  Excavated in 1929-1930 by Hassan.,,",NULL,NULL,"S 155; S 156; 1 shaft; roofed chamber,,",NULL,NULL,1,1,NULL,14,Half-mastaba/half rock-cut,NULL
1335,Western Cemetery,Ptahshepses [I],Ptahshepses I                   ,NULL,"Bolshakov, Andrey. ""anx-wD.s: St. Petersburg-Cambridge."" Göttinger Miszellen 188 (2002), p. 41. 

Eaton-Krauss, Marianne. ""Pseudo-Groups."" In Rainer Stadelmann and Hourig Sourouzian, eds. Kunst des Alten Reiches: Symposium im Deutschen Archäologischen Institut Kairo am 29. und 30. Oktober 1991. Sonderschrift des Deutschen Archäologischen Institut Abteilung Kairo 28, Mainz am Rhein: Verlag Philipp von Zabern, 1995, p. 69, #8 and #9. 

Junker, Hermann. Gîza 7. Der Ostabschnitt des Westfriedhofs, Erster Teil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 3. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1944, pp. 92-113, figs. 38, 40, pls. 19-23, plan after pl. 40.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G354.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 151-152, plan 16.
,,",NULL,"Mastaba with two shafts is in street off east wall of G 5160's chapel, north of G 5150 and Tjenti (2).,,",NULL,NULL,"S 338; S 339; serdab 1; serdab 2,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1336,Western Cemetery,Ptahshepses [II],Ptahshepses II                  ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, p. 191, figs. 83, 88, plan 3 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 106, plan 13.
,,",NULL,"Mastaba is north of Shetui and southeast of Khnumhetep [II].  Stone built structure close around single shaft.,,",NULL,NULL,"S 4070,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1337,Western Cemetery,Ptahwer,Ptahwer                         ,NULL,"Junker, Hermann. Gîza 6. Die Mastabas des Nfr (Nefer), Kdfjj (Kedfi), Kahjf (Kahjef) und die westlich anschließenden Grabanlagen. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 1. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1943, pp. 242-244, fig. 95, plan after p. 273.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 140, plans 11, 15. 

Reisner, George.  Unpublished manuscript, GN3_L13_4000_p054.,,",NULL,"Mastaba is built against western wall of G 4960, south of Kednes [I] (aka Nisuked [I] or Njsw-kedw).  Labeled on plan EG019920 near bottom center as Architr D. PTH-WR.  Drawn but not labeled on plan EG002029.,,",NULL,NULL,"S 2116; S 2117; S 2118; S 2119; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1338,Central Field (Hassan),G 8290,G       8290                    ,NULL,"Hassan, Selim. Excavations at Gîza 7: 1935-1936. The Mastabas of the Seventh Season and their Description. Cairo: Government Press, 1953, pp. 81-84, figs. 71-73, pl. 41.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, J/K-7/8.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G371.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 241, plan 21, B-3/4.
,,",NULL,"Stone-built mastaba with rock substructure well northwest of G 8400 (Lepsius 100), northeast of G 8298 (Hetepi (3)) and south of G 8292 (Rakhuf).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"burial chamber; serdab; chapel; courtyard,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1339,Western Cemetery,G 5482,G       5482                    ,NULL,"Junker, Hermann. Gîza 8. Der Ostabschnitt des Westfriedhofs, Zweiter Teil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947, p. 22, fig. 5, plan after pl. 28.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 164.
,,",NULL,"Mastaba is built against east side of G 5480.  Mastaba shafts assigned by Reisner.  Mastaba is drawn but not labeled on plan EG002029.,,",NULL,NULL,"G 5482 A; G 5482 B; G 5482 C; G 5482 D,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1340,Western Cemetery,G 5510,G       5510                    ,NULL,"Unpublished Reisner manuscript.  Box K 10.  Cemetery en Eschelon, page 56 k.,,",NULL,"Renamed.  Originally G 2348 B, C, D, E, X, V, R, T.  Is shaft R mislabeled U on maps 493 and 498?,,",NULL,NULL,"G 5510 B; G 5510 C; G 5510 D; G 5510 E; G 5510 T; G 5510 U; G 5510 V; G 5510 X,,",NULL,NULL,1,1,NULL,6,Rubble-built mastaba,NULL
1341,Western Cemetery,G 5511,G       5511                    ,NULL,"Simpson, William Kelly. Mastabas of the Western Cemetery, Part 1: Sekhemka (G 1029); Tjetu I (G 2001); Iasen (G 2196); Penmeru (G 2197); Hagy, Nefertjentet, and Herunefer (G 2352/53); Djaty, Tjetu II, and Nimesti (G 2337X, 2343, 2366). Giza Mastabas 4. Boston: Museum of Fine Arts, 1980, pp. 28, 31-32, pls. LIIIa, LVIa, figs. 40, 42.

Unpublished Reisner manuscript.  Box K 10.  Cemetery en Eschelon, page 56 l.
,,",NULL,"Renamed.  Originally G 2343 A and, on plan EG493, this is labeled Tjetu.,,",NULL,NULL,"G 5511 A,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
