ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
120,1886,1,Individual - Modern,Gaston Camille Charles Maspero,"French, 1846–1916","Sir; Egyptologist. Director of the Service des Antiquities. Nationality and life dates from Who was Who in Egyptology.  (1846-1916)  French Egyptologist, of Italian origin; he was born in Paris, 24 June 1846, son of Miss Adèle Maspero; he was naturalized when very young and educated at the Lycée Louis- le-Grand, 1853-65, and the Ecole Normale, Paris, 1865-7; he was made Professor of Egyptoloy Ecole des Hautes Etudes, 1869, he gained Doct.-ès 1873; appointed professor of Egyptian Philology and Archaeology, Coll. de France, 1874; Maspero became interested in hieroglyphs at the age of 14 while still at school, and in 1867 met Mariette (q.v.), who gave him two newly discovered hieroglyphic texts to study which, he then translated in less than a fortnight; he published these the same year, but his career was temporarily interrupted when he went with a French family to Montevideo and worked on the Inca language Quichua;  he returned to France and studied with de Rougé (q.v.); he married 1. Harriet Yapp, 1871 (d. 1873) 2. 1880 Louise Justine Elisabeth Madeleine Catherine Balluet d'Estournelles de Constant de Rebecque; he went to Egypt in 1880, as head of an archaeological mission which later became the IFAO, and organized the work of recording scenes and inscriptions in many important tombs, espec. in the Valley of Kings; he was appointed Director of the Bulaq Museum, succeeding Mariette, 1881-6; also of the Antiquities Service; Mariette when dying had been interested in the opening of the smaller pyramids and Brugsch (q.v.) had discovered and copied the texts in Pepi I and Merenre; Maspero continued this work and opened three more; in all he copied and translated 4,000 lines of inscription, making the first edition of these famous Pyramid Texts ; he was also involved in the removal of the Deir el-Bahari collection of mummies to Cairo Museum, 1881; it is impossible to list all of his great achievements here but the following must be cited: he arranged and catalogued the immense collections in Cairo Museum, regulated excavation throughout Egypt, inaugurated the systematic clearance and preservation of Karnak, and with Lord Cromer's help built up the then embryonic Antiquities Service with five inspectorates for different areas; Maspero returned to France 1886-99, and was again Director in Egypt, 1899-1914, when illness forced him to go back to France in July; under his direction Reisner (q.v.) undertook the Archaeological Survey of Nubia, 1907-9; he acquired many honours, Acad. des Inscriptions, 1883; Hon. Fellow, The Queen's College and Hon DCL, Oxford 1887; Hon. KCMG, 1909; Sec. Perpétuel, Acad. des Inscr., 1914; his activity, industry and learning were enormous, and he held the premier place in Egyptology in his generation; he edited the gigantic Cairo Catalogue which had reached 50 vols. at the time of his death, and the Nubian temples vols. which then numbered 12; he wrote on a very wide variety of subjects and the number of his published works listed in his bib. exceeds that of any other Egyptologist, c. 1200 items; many of these were small or else reviews, his principal works being, L'Inscripion dédicatoire du Temple d'Abydos, 1867; Hymne au Nil 1868; Une Enquête judiciaire à Thébes au temps de la XXe dynastie (i.e. Papyrus Abbott), 1871; Des formes de la conjugaison en égyptian antique en démotique et en copte 1871; Les Pronoms personnels en égyptien, 1872; Du genre épistolaire chez les Eyptiens de I'époque pharaonique, 1872; Histoire ancienne des peuples de l'Orient, 1875, and many later- eds.; Mémoire sur quelques Papyrus du Louvre, 1875 Etudes Egyptiennes-Romans et poésies du papyrus Harris no. 500..., 1879; Etudes Eg.- Etude sur quelques peintures et sur quelques texts relatifs aux funérailles, with le conte d'Apôpi et de Soknouri, 1881; La Trouvaille de Deir-el-Bahari, with E. Brugsch, 1881; Les Contes populaires de L'Egypte ancienne ..., 1882; Guide du visiteur au musée de Boulaq, 1883; La Trouvaille de Deir-el-Bahari, 1883; L' Archéologie éyptienne, 1887, trans. by A. B. Edwards; Les Momies Royales de Deir-el-Bahari, fol., 1889; Trois années de  fouilles dans les tombeaux de Thèbes et Memphis, fol., 1889; Catalogue du Musée Egyptien de Marseille, 1889; Histoire ancienne Egypte, Assyrie. 1890, trans.  by A. Morton; Fragments de manuscrits coptes-thèbains provenant de, la Bibl. du Deir Amba-Shenoudah. 1892; Les Inscriptions des pyramides deSaqqarah, 4°, 1894; Histoire ancienne des peuples de l'Orient classique, 3 vols., 4-, 1895, 1897, 1899, (trans, and ed. A. H. Sayce as The Dawn of Civilization -Egypt and Chaldea, 1896; The Struggle of the Nations - Egypt, Syria and Assyyia, 1896; The Passing of the Empires, 1900); Fouilles autour de la pyramide d'Ounas, with A. Barsanti, 1900; Guide du visiteur au musée du Caire, 1902; and many eds.; Causeries d'Egypte, 1907; Les Mémoires de Sinouhit..., 1908; New Light on Ancient Egypt, trans. E. Lee, 1908 Sarcophages des époques persane et ptolémaïque, Cairo Cat., 4°, 1908; Egypt: ancient sites and modern scenes, 1910; Essai sur I'art égyptien , 1912; Etudes de mythologie  et d'archéologie ég., 8 vols., 1893, 1898, 1900; 1911, 1912, 1913, 1916; Les enseignemets d'Amenemhaît l et à son fils Sanouasrît Ier 1914; he also translated Ebers Egypt, 1880,1881, edited the works of Renouf (q.v.) and as a young man transcribed Champollion's Notices, Maspero's second wife died Paris, 22jan. 1953 aged nearly 100; he died in Paris whilst about to address a meeting of the Academy, 30 june 1916   H. Cordier, Bibliographie de Gaston Maspero, 1922, 127-35, enumerates a long list of obituary notices of Maspero, many with portraits; H. Cordier, Maspero en Amérique, 1920; AE (1916), 145-9 (W. M. F. Petrie); ASAE 16 (1916), 129-40 (portr. Daressy) BSAC I (I 936) 'Gaston Maspero et les études coptes', 27-36 (portr.) (H. Munier); (CRAIBL, 1918 (1917), 445-82 (R. Cagnat); EB IIth ed., 17, 848; EB 1968 ed., 14, 1023 (W. R- Dawson); JEA 3 (1916), 227-34 (portr.) (E. Naville); JEA 33 (1947), 'Letters from Maspero to Amelia Edwards', 66.-89 (portr.) (W. R. Dawson); JMEOS 1915-16,104 (W. M. Crompton); JRAS 1917, 629-31 (L. W. King); La Grande Enc. 23, 362-3 (H. M.); Larousse 7, 144 (portr.); Mélanges Maspero, 3 vols. (I934-53)  Mem. IFAO tom. 66-8, Nation 103 New York (I 916), 176-7( J. H. Breasted); Petrie, 27 and passim; PSBA 38  141-5 (G. F. Legge); Réc. (1916), Ric. Trav. 38 (1916), 211-25 (portr.) (E, Chassinat); Rev. Arch. 5e ser., iv (I916), 172-6 (portr.) (E. Naville); Rev. de L'hist. des religions, Nov.-Dec. 1916, 031-264 (A. Moret); Rev. Hist. 1916, 434-40 (A. Moret); Sphinx 21 (1924), 1-11 (G. jéquier); WWWii, 710","Maspero, Gaston Camille Charles",NULL,NULL,NULL
120,2951,2,Publisher,Imprimerie de l'Institut Français d'Archéologie Orientale,NULL,NULL,Imprimerie de l'Institut Français d'Archéologie Orientale,NULL,NULL,NULL
121,75,3,Individual - Ancient,Hetepheres I (G 7000 X),NULL,"Wife of King Snefru, founder of Egypt’s Fourth Dynasty, and mother of King Khufu, builder of the Great Pyramid. Her burial was hidden in a secret chamber (labeled G 7000 X) nearly 90 feet underground, and contained beautiful pieces of gilded and inlaid wooden furniture, silver jewelry, and a large alabaster sarcophagus that was found to be mysteriously empty.",Hetepheres I,NULL,NULL,NULL
121,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
121,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
121,1462,1,Individual - Modern,Alfred Lucas,"British, 1867–1945",Chemist.  Nationality and life dates from Who was Who in Egyptology.,"Lucas, Alfred",https://nrs.harvard.edu,urn-3:FHCL:38557819?width=170&height=170,462437934
121,1523,1,Individual - Modern,Dows Dunham,"American, 1890–1984","Egyptologist; Curator; Assistant Curator, Egyptian Department, Museum of Fine Arts, Boston.  Nationality and life dates from Who was Who in Egyptology.","Dunham, Dows",https://nrs.harvard.edu,urn-3:FHCL:38557695?width=170&height=170,462437841
121,1675,1,Individual - Modern,W. A. Stewart,NULL,"Conservator who assisted with objects from G 7000 X, Hetepheres, at Harvard Camp, Giza.","Stewart, W. A.",NULL,NULL,NULL
121,2129,1,Individual - Modern,Noel F. Wheeler,British,"Wheeler was a Lieutenant Commander in the Royal Navy according to George A. Reisner's, ""A HIstory of the Giza Necropolis, Vol. I.""","Wheeler, Noel F.",https://nrs.harvard.edu,urn-3:FHCL:37946679?width=170&height=170,460313816
121,2131,1,Individual - Modern,Alan Jenvey Rowe,"British, 1890–1968",Egyptologist and archaeologist.  Nationality and life dates from Who was Who in Egyptology.,"Rowe, Alan Jenvey",NULL,NULL,NULL
121,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
122,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
123,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
123,2969,2,Publisher,Egypt Exploration Society,NULL,NULL,Egypt Exploration Society,NULL,NULL,NULL
124,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
124,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
125,480,1,Individual - Modern,Émile Baraize,"French, 1874–1952",French engineer working for the Service des Antiquities who excavated around the Sphinx from 1926-1936.,"Baraize, Émile Mr.",NULL,NULL,NULL
125,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
125,2568,1,Individual - Modern,Giovanni Battista Caviglia,"Italian, 1770–1845",Caviglia was an early explorer of the Great Pyramid and the Sphinx.,"Caviglia, Giovanni Battista Mr.",NULL,NULL,NULL
125,2962,2,Publisher,Rotary International,NULL,NULL,Rotary International,NULL,NULL,NULL
126,75,3,Individual - Ancient,Hetepheres I (G 7000 X),NULL,"Wife of King Snefru, founder of Egypt’s Fourth Dynasty, and mother of King Khufu, builder of the Great Pyramid. Her burial was hidden in a secret chamber (labeled G 7000 X) nearly 90 feet underground, and contained beautiful pieces of gilded and inlaid wooden furniture, silver jewelry, and a large alabaster sarcophagus that was found to be mysteriously empty.",Hetepheres I,NULL,NULL,NULL
126,79,3,Individual - Ancient,Hetepheres II (G 7110-7120),NULL,"Original owner of G 7110, along with Kawab (owner of G 7120). Appears with her daughter Meresankh III in G 7530-7540 (east and west walls, main room), and in pair statue MFA 30.1456 (= 27-4-963 + 27-4-964 + 27-4-965). Later married to a king, possibly Djedefre (Radjedef) according to Reisner, but Khafre is also a possibility. Her association with G 7350, and its sarcophagus is uncertain.  Also mentioned in tomb of her steward Khemetnu (owner of G 5210). ",Hetepheres II,https://nrs.harvard.edu,urn-3:FHCL:40683594?width=170&height=170,471648629
126,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
126,217,3,Individual - Ancient,Djedefre,NULL,Third king of Dynasty 4. Son (?) of Khufu.,Djedefre,NULL,NULL,NULL
126,236,3,Individual - Ancient,Meresankh III (G 7530-7540),NULL,"Owner of G 7530-7540.Granddaughter of King Khufu, builder of the Great Pyramid, and wife of either Khafre or Menkaure. Her unique underground chapel (labeled G 7530-7540) preserves beautifully carved and painted scenes of the queen and her royal family, as well as servants, artisans, and funerary priests. The scenes also depict the sort of rich burial goods that would have been placed in Meresankh’s tomb: statues and fine furniture; boxes containing food, clothing, and jewelry; even a representation of the black granite sarcophagus that was actually found in situ in her burial chamber.  Chapel entrance architrave, jambs, reveals and drum inscribed for Meresankh, idenitifed as [mAAt Hr stX wrt Hts nbwj xt Hr wrt Hst DHwtj smrt Hr mrt=f sAt nswt n Xt=f Hmt nswt mrt] seer of Horus and Seth, great one of the hetes-scepter of the Two Lords, khet-priestess of Horus, great of praises of Thoth, companion of Horus, his beloved, king's daughter of his body, beloved king's wife; in situ in G 7530-7540. Appears in chapel relief of main room: seated holding lotus (south wall); standing with her mother (east wall), idenitifed as [wrt Hts] great one of the hetes-scepter; on pillars (north wall), idenitifed as [tjst Hr] intimate(?) of Horus; seated at offering table, standing north of false door and on central pillar, and with her mother and son (west wall), idenitifed as [Hm-nTr DHwtj wrt Hts nbtj Hm-nTr bApf Hm-nTr HwtHr nbt jwnt smAwt mrjj nbtj] priestess of Thoth, great one of the hetes-scepter of the Two Ladies, priestess of Bapef, priestess of Hathor Mistress-of-Dendera, consort of him who is beloved of the Two Ladies; in situ in G 7530-7540. Also appears on all walls of offering (west) room; in situ in G 7530-7540. Architrave on north wall of north room inscribed for Meresankh; uninscribed statues may also represent Meresankh (along with other female family members); in situ in G 7530-7540. Black granite sarcophagus (Cairo JE 54935) inscribed for Meresankh, idenitifed as [xrp sSmtjw SnDt] director of butchers of the 'Acacia House'; in situ in burial chamber of G 7530-7540. Incomplete limestone statue of Meresankh (MFA 30.1457) and pair statue of Meresankh and Hetepheres II (MFA 30.1456); found displaced in debris of main room.  Mother ([mwt=f] his mother) of Nebemakhet (owner of G 8172 = Lepsius 86). Appears in relief of inner chapel (above doorway in eastern wall), identified as [mAAt Hr stX wrt Hts wrt Hst Hmt nswt] seer of Horus and Seth, great one of the hetes-scepter, great of praises, king's wife; in situ in G 8172.  Also mentioned in the tomb of her steward Khemetnu (owner of G 5210).",Meresankh III,https://nrs.harvard.edu,urn-3:FHCL:37775453?width=170&height=170,459752004
126,265,3,Individual - Ancient,Nebemakhet (G 8172 and Lepsius 12),NULL,"Owner of G 8172 (Lepsius 86) and Lepsius 12. Son of Khafre and Meresankh III. Fragmentary entrance lintel and drum inscribed for Nebemakhet, identified as [sS mDAt(-nTr) smsw snwt n jt=f tAjtj sAb TAtj jrj-pat sA nswt n Xt=f Xrj-Hb Hrj-tp xt wr xt (?)] scribe of the (divine) book, elder of the snwt-house of his father, chief justice and vizier, hereditary prince, king's son of his body, chief lector-priest, khet-priest of the Great One, khet-priest of (?); found fallen in debris in front of entrance of G 8172. Originally appeared in chapel relief seated with his sister (neither figure preserved) on southern wall of outer chapel, identified as [sS mDAt-nTr n jt=f smr watj n jt=f] scribe of the divine book of his father, sole companion of his father; in situ in G 8172.  Appears with his mother and sister above doorway in eastern wall of inner chapel, identified as [smr watj] sole companion, and with his wife on same wall, identified as [Hrj-sStA n jt=f] secretary of his father; in situ in G 8172. Originally appeared with his wife (figures not preserved) on southern wall of inner chapel; in situ in G 8172. Nebemakhet's name and titles also appear on fragments of relief originally from northern wall of inner chapel; found in debris of chapel of G 8172. Also entrance architrave, drum and jambs (very poorly preserved) originally inscribed for Nebemakhet (name partially preserved on northern door jamb), identified as [jrj-pat sA nswt n Xt=f smr watj] hereditary prince, king's son of his body, sole companion; in situ in Lepsius 12.    Also attested (main room, west wall) in tomb of his mother Meresankh III (G 7530-7540), and on back pillar (MFA 30.1457a) of fragmentary limestone statue of her; found in debris of forecourt of G 7530-7540.",Nebemakhet,https://nrs.harvard.edu,urn-3:FHCL:37777853?width=170&height=170,459754521
126,563,3,Individual - Ancient,Khemetnu (G 5210),NULL,"Owner of G 5210. Architectural element (frieze-text, including back side of one block also inscribed for Khemetnu) and upper lintels of north and south niches (south niche also includes tablet and cross-bar = lower lintel) inscribed for Khemetnu, identified as [rx nswt jmj-r Hmw-kA wab nswt Hm-nTr xwfw jmj-r pr n jrj-pat sa nswt kAwab jmj-r pr n wrt Hzt sAt nswt mrsanx jmj-r pr n (sAt?)- nswt ... HtpHrs] royal acquaintance, overseer of ka-priests, royal wab-priest, priest of Khufu, steward of the hereditary prince, king's son Kawab, steward of ""Great-of-Praise"", king's daughter Meresankh, steward of the king's daughter ... Hetepheres; in situ in G 5210.   Also appears chapel relief in tomb of Meresankh III (owner of G 7530-7540: G 7530), chapel entrance south door jamb, and room a (= main room), west wall (panel of relief south of false door) with same titles.",Khemetnu,https://nrs.harvard.edu,urn-3:FHCL:37832311?width=170&height=170,459996354
